"Status","Seniority","Home","Time","Age","Marital","Records","Job","Expenses","Income","Assets","Debt","Amount","Price","Finrat","Savings","seniorityR","timeR","ageR","expensesR","incomeR","assetsR","debtR","amountR","priceR","finratR","savingsR"
"bad",0,"rent",60,25,"single","no_rec","partime",40,50,0,0,1040,1048,99.236641221374,0.576923076923077,"sen (-1,1]","time (48,99]","age (0,25]","exp (0,40]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (0,2]"
"bad",25,"rent",60,62,"married","no_rec","fixed",60,146,0,0,1000,1292,77.3993808049536,5.16,"sen (14,99]","time (48,99]","age (50,99]","exp (50,60]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (70,80]","sav (4,6]"
"good",3,"parents",60,29,"single","no_rec","fixed",35,70,0,0,950,1177,80.71367884452,2.21052631578947,"sen (1,3]","time (48,99]","age (25,30]","exp (0,40]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (2,4]"
"bad",9,"parents",60,32,"single","yes_rec","fixed",35,105,0,0,1490,1490,100,2.81879194630872,"sen (8,14]","time (48,99]","age (30,40]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (2,4]"
"good",4,"rent",36,21,"married","no_rec","freelance",101,413,6000,0,750,850,88.2352941176471,14.976,"sen (3,8]","time (24,36]","age (0,25]","exp (80,1e+04]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (80,90]","sav (6,99]"
"good",6,"rent",36,38,"married","no_rec","freelance",95,500,25000,21400,800,1011,79.1295746785361,8.595,"sen (3,8]","time (24,36]","age (30,40]","exp (80,1e+04]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (2.5e+03,1e+06]","am (600,900]","priz (1e+03,1.3e+03]","finr (70,80]","sav (6,99]"
"good",9,"rent",48,56,"married","no_rec","freelance",140,350,0,0,1400,1571,89.1152132399745,7.2,"sen (8,14]","time (36,48]","age (50,99]","exp (80,1e+04]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (6,99]"
"good",3,"owner",36,41,"married","no_rec","freelance",75,200,3000,0,1000,1000,100,4.5,"sen (1,3]","time (24,36]","age (40,50]","exp (60,80]","inc (190,1e+04]","asset (0,3e+03]","debt (-1,0]","am (900,1.1e+03]","priz (0,1e+03]","finr (90,100]","sav (4,6]"
"bad",22,"other",36,46,"married","no_rec","fixed",45,138,0,0,250,270,92.5925925925926,13.392,"sen (14,99]","time (24,36]","age (40,50]","exp (40,50]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (90,100]","sav (6,99]"
"good",3,"owner",60,54,"widow","no_rec","others",35,80,4000,0,950,1382,68.7409551374819,2.84210526315789,"sen (1,3]","time (48,99]","age (50,99]","exp (0,40]","inc (0,80]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (50,70]","sav (2,4]"
"good",30,"owner",36,51,"married","no_rec","freelance",120,208,15000,0,1500,1713,87.5656742556918,2.112,"sen (14,99]","time (24,36]","age (50,99]","exp (80,1e+04]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (80,90]","sav (2,4]"
"good",8,"rent",60,52,"married","no_rec","fixed",89,137,4000,0,800,1086,73.6648250460405,3.6,"sen (3,8]","time (48,99]","age (50,99]","exp (80,1e+04]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (70,80]","sav (2,4]"
"good",38,"owner",48,57,"married","no_rec","freelance",45,58,12000,0,1500,3262,45.9840588595953,0.416,"sen (14,99]","time (36,48]","age (50,99]","exp (40,50]","inc (0,80]","asset (8e+03,1e+06]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (0,50]","sav (0,2]"
"good",2,"rent",60,33,"married","no_rec","fixed",73,130,0,0,1100,1610,68.3229813664596,3.10909090909091,"sen (1,3]","time (48,99]","age (30,40]","exp (60,80]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (2,4]"
"good",4,"owner",60,33,"married","no_rec","fixed",75,123,6000,1000,600,1030,58.252427184466,3.8,"sen (3,8]","time (48,99]","age (30,40]","exp (60,80]","inc (110,140]","asset (5e+03,8e+03]","debt (500,1.5e+03]","am (0,600]","priz (1e+03,1.3e+03]","finr (50,70]","sav (2,4]"
"bad",0,"rent",36,29,"married","no_rec","partime",78,180,0,0,650,650,100,5.64923076923077,"sen (-1,1]","time (24,36]","age (25,30]","exp (60,80]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (90,100]","sav (4,6]"
"bad",2,"other",48,23,"single","no_rec","fixed",35,140,0,0,1950,2175,89.6551724137931,2.58461538461538,"sen (1,3]","time (36,48]","age (0,25]","exp (0,40]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (80,90]","sav (2,4]"
"good",8,"owner",24,33,"married","no_rec","fixed",75,315,4500,0,400,1780,22.4719101123596,14.4,"sen (3,8]","time (12,24]","age (30,40]","exp (60,80]","inc (190,1e+04]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (6,99]"
"bad",1,"rent",36,24,"married","no_rec","partime",76,164,0,0,900,950,94.7368421052632,3.52,"sen (-1,1]","time (24,36]","age (0,25]","exp (60,80]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (90,100]","sav (2,4]"
"bad",6,"parents",60,28,"married","no_rec","freelance",90,325,7000,0,1200,1211,99.0916597853014,11.75,"sen (3,8]","time (48,99]","age (25,30]","exp (80,1e+04]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (6,99]"
"good",5,"owner",60,27,"married","no_rec","fixed",45,135,5000,1400,1600,1650,96.969696969697,2.85,"sen (3,8]","time (48,99]","age (25,30]","exp (40,50]","inc (110,140]","asset (3e+03,5e+03]","debt (500,1.5e+03]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (2,4]"
"bad",13,"parents",36,33,"single","no_rec","fixed",35,109,0,0,350,350,100,7.61142857142857,"sen (8,14]","time (24,36]","age (30,40]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (90,100]","sav (6,99]"
"good",11,"rent",60,32,"married","no_rec","fixed",79,185,0,0,950,1117,85.0492390331244,6.69473684210526,"sen (8,14]","time (48,99]","age (30,40]","exp (60,80]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (6,99]"
"good",10,"owner",24,39,"married","no_rec","fixed",45,217,9000,3000,1500,2468,60.7779578606159,2.272,"sen (8,14]","time (12,24]","age (30,40]","exp (40,50]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (2.5e+03,1e+06]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (50,70]","sav (2,4]"
"bad",20,"owner",60,51,"married","no_rec","freelance",90,300,12500,2500,1340,1740,77.0114942528736,8.28358208955224,"sen (14,99]","time (48,99]","age (50,99]","exp (80,1e+04]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (1.5e+03,2.5e+03]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (6,99]"
"bad",0,"owner",36,39,"single","no_rec","freelance",35,77,4000,0,1000,1210,82.6446280991736,1.512,"sen (-1,1]","time (24,36]","age (30,40]","exp (0,40]","inc (0,80]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (0,2]"
"good",13,"owner",48,29,"married","no_rec","fixed",60,253,3000,0,670,963,69.5742471443406,13.8268656716418,"sen (8,14]","time (36,48]","age (25,30]","exp (50,60]","inc (190,1e+04]","asset (0,3e+03]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (50,70]","sav (6,99]"
"bad",2,"owner",36,32,"married","no_rec","fixed",75,101,1500,400,1200,1646,72.9040097205346,0.66,"sen (1,3]","time (24,36]","age (30,40]","exp (60,80]","inc (80,110]","asset (0,3e+03]","debt (0,500]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (0,2]"
"bad",3,"owner",36,40,"married","yes_rec","freelance",35,200,10000,0,800,800,100,7.425,"sen (1,3]","time (24,36]","age (30,40]","exp (0,40]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (90,100]","sav (6,99]"
"good",12,"owner",36,47,"married","no_rec","fixed",75,124,3500,0,460,470,97.8723404255319,3.83478260869565,"sen (8,14]","time (24,36]","age (40,50]","exp (60,80]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (90,100]","sav (2,4]"
"good",20,"owner",24,66,"married","no_rec","fixed",45,143,10000,0,950,1370,69.3430656934307,2.47578947368421,"sen (14,99]","time (12,24]","age (50,99]","exp (40,50]","inc (140,190]","asset (8e+03,1e+06]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (50,70]","sav (2,4]"
"good",3,"priv",48,39,"separated","no_rec","freelance",35,250,4000,1500,700,839,83.4326579261025,13.7142857142857,"sen (1,3]","time (36,48]","age (30,40]","exp (0,40]","inc (190,1e+04]","asset (3e+03,5e+03]","debt (500,1.5e+03]","am (600,900]","priz (0,1e+03]","finr (80,90]","sav (6,99]"
"good",27,"owner",60,50,"married","no_rec","fixed",75,135,5500,1000,600,1346,44.5765230312036,5,"sen (14,99]","time (48,99]","age (40,50]","exp (60,80]","inc (110,140]","asset (5e+03,8e+03]","debt (500,1.5e+03]","am (0,600]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (4,6]"
"good",4,"rent",60,25,"married","no_rec","fixed",57,115,0,0,900,1350,66.6666666666667,3.86666666666667,"sen (3,8]","time (48,99]","age (0,25]","exp (50,60]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.3e+03,1.5e+03]","finr (50,70]","sav (2,4]"
"bad",1,"owner",60,27,"married","no_rec","partime",75,160,4000,3000,1800,2100,85.7142857142857,1.83333333333333,"sen (-1,1]","time (48,99]","age (25,30]","exp (60,80]","inc (140,190]","asset (3e+03,5e+03]","debt (2.5e+03,1e+06]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (80,90]","sav (0,2]"
"good",18,"rent",60,54,"married","no_rec","fixed",66,214,0,0,1300,1307,99.4644223412395,6.83076923076923,"sen (14,99]","time (48,99]","age (50,99]","exp (60,80]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (6,99]"
"good",12,"rent",60,42,"married","no_rec","fixed",114,390,0,0,1100,1126,97.6909413854352,15.0545454545455,"sen (8,14]","time (48,99]","age (40,50]","exp (80,1e+04]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (6,99]"
"good",12,"owner",48,35,"separated","no_rec","freelance",45,500,200000,0,2380,4786,49.7283744254074,9.17647058823529,"sen (8,14]","time (36,48]","age (30,40]","exp (40,50]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (0,50]","sav (6,99]"
"bad",0,"parents",60,23,"single","no_rec","partime",35,95,0,0,1400,1478,94.722598105548,2.57142857142857,"sen (-1,1]","time (48,99]","age (0,25]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (2,4]"
"good",12,"owner",60,52,"married","no_rec","fixed",75,200,12000,0,1550,1568,98.8520408163265,4.83870967741935,"sen (8,14]","time (48,99]","age (50,99]","exp (60,80]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (4,6]"
"good",0,"parents",24,22,"single","no_rec","partime",35,85,0,0,650,1056,61.5530303030303,1.84615384615385,"sen (-1,1]","time (12,24]","age (0,25]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (0,2]"
"good",10,"other",18,48,"married","no_rec","fixed",90,214,0,0,1000,1608,62.1890547263682,2.232,"sen (8,14]","time (12,24]","age (40,50]","exp (80,1e+04]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (2,4]"
"good",2,"owner",60,25,"married","no_rec","fixed",75,140,3000,0,950,1179,80.5767599660729,4.10526315789474,"sen (1,3]","time (48,99]","age (0,25]","exp (60,80]","inc (110,140]","asset (0,3e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (4,6]"
"bad",10,"other",60,26,"married","no_rec","fixed",45,60,0,0,1400,1524,91.8635170603675,0.642857142857143,"sen (8,14]","time (48,99]","age (25,30]","exp (40,50]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (0,2]"
"good",8,"owner",60,28,"married","no_rec","fixed",75,180,4000,0,1300,1730,75.1445086705202,4.84615384615385,"sen (3,8]","time (48,99]","age (25,30]","exp (60,80]","inc (140,190]","asset (3e+03,5e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (4,6]"
"good",20,"owner",30,62,"married","no_rec","freelance",60,300,24000,9000,600,823,72.9040097205346,7.5,"sen (14,99]","time (24,36]","age (50,99]","exp (50,60]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (2.5e+03,1e+06]","am (0,600]","priz (0,1e+03]","finr (70,80]","sav (6,99]"
"good",0,"rent",60,33,"married","no_rec","freelance",65,200,0,0,700,800,87.5,11.5714285714286,"sen (-1,1]","time (48,99]","age (30,40]","exp (60,80]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (0,1e+03]","finr (80,90]","sav (6,99]"
"good",16,"parents",60,41,"married","no_rec","fixed",75,242,0,0,1300,1482,87.719298245614,7.70769230769231,"sen (14,99]","time (48,99]","age (40,50]","exp (60,80]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (6,99]"
"good",4,"owner",60,29,"married","no_rec","partime",60,155,5000,2500,900,1110,81.0810810810811,4.66666666666667,"sen (3,8]","time (48,99]","age (25,30]","exp (50,60]","inc (140,190]","asset (3e+03,5e+03]","debt (1.5e+03,2.5e+03]","am (600,900]","priz (1e+03,1.3e+03]","finr (80,90]","sav (4,6]"
"bad",1,"rent",60,37,"single","no_rec","fixed",45,100,0,0,1150,1555,73.9549839228296,2.8695652173913,"sen (-1,1]","time (48,99]","age (30,40]","exp (40,50]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.5e+03,1.8e+03]","finr (70,80]","sav (2,4]"
"good",0,"owner",60,31,"married","no_rec","fixed",60,105,3500,0,1100,1170,94.017094017094,2.45454545454545,"sen (-1,1]","time (48,99]","age (30,40]","exp (50,60]","inc (80,110]","asset (3e+03,5e+03]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (2,4]"
"good",15,"owner",12,50,"married","no_rec","freelance",45,166,2000,0,500,886,56.4334085778781,2.904,"sen (14,99]","time (0,12]","age (40,50]","exp (40,50]","inc (140,190]","asset (0,3e+03]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (50,70]","sav (2,4]"
"bad",13,"rent",60,42,"separated","yes_rec","fixed",47,120,0,0,800,1395,57.3476702508961,5.475,"sen (8,14]","time (48,99]","age (40,50]","exp (40,50]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.3e+03,1.5e+03]","finr (50,70]","sav (4,6]"
"good",19,"owner",36,33,"married","no_rec","fixed",60,115,6700,2000,1000,2084,47.9846449136276,1.26,"sen (14,99]","time (24,36]","age (30,40]","exp (50,60]","inc (110,140]","asset (5e+03,8e+03]","debt (1.5e+03,2.5e+03]","am (900,1.1e+03]","priz (1.8e+03,1e+05]","finr (0,50]","sav (0,2]"
"good",15,"owner",24,54,"married","no_rec","freelance",90,350,150000,0,3800,8800,43.1818181818182,1.64210526315789,"sen (14,99]","time (12,24]","age (50,99]","exp (80,1e+04]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (0,50]","sav (0,2]"
"good",40,"owner",36,58,"married","no_rec","freelance",75,214,50000,0,1000,1160,86.2068965517241,5.004,"sen (14,99]","time (24,36]","age (50,99]","exp (60,80]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (4,6]"
"good",9,"rent",60,40,"married","no_rec","fixed",119,442,6000,1947,900,1211,74.3187448389761,20.2353333333333,"sen (8,14]","time (48,99]","age (30,40]","exp (80,1e+04]","inc (190,1e+04]","asset (5e+03,8e+03]","debt (1.5e+03,2.5e+03]","am (600,900]","priz (1e+03,1.3e+03]","finr (70,80]","sav (6,99]"
"bad",12,"parents",60,31,"separated","yes_rec","fixed",35,101,0,0,1300,1300,100,3.04615384615385,"sen (8,14]","time (48,99]","age (30,40]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (2,4]"
"bad",0,"owner",36,35,"married","yes_rec","fixed",105,122,5200,2000,850,850,100,-0.127058823529412,"sen (-1,1]","time (24,36]","age (30,40]","exp (80,1e+04]","inc (110,140]","asset (5e+03,8e+03]","debt (1.5e+03,2.5e+03]","am (600,900]","priz (0,1e+03]","finr (90,100]","sav (-99,0]"
"good",14,"owner",60,64,"married","no_rec","freelance",60,250,10000,0,700,1204,58.1395348837209,16.2857142857143,"sen (8,14]","time (48,99]","age (50,99]","exp (50,60]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (6,99]"
"good",10,"parents",24,29,"single","no_rec","freelance",35,90,0,0,600,1528,39.2670157068063,2.2,"sen (8,14]","time (12,24]","age (25,30]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (1.5e+03,1.8e+03]","finr (0,50]","sav (2,4]"
"good",2,"owner",48,33,"married","no_rec","fixed",45,160,6000,0,1200,1298,92.4499229583975,4.6,"sen (1,3]","time (36,48]","age (30,40]","exp (40,50]","inc (140,190]","asset (5e+03,8e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1e+03,1.3e+03]","finr (90,100]","sav (4,6]"
"good",15,"owner",18,35,"married","no_rec","freelance",60,300,4000,0,300,600,50,14.4,"sen (14,99]","time (12,24]","age (30,40]","exp (50,60]","inc (190,1e+04]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (0,50]","sav (6,99]"
"bad",1,"parents",48,28,"single","no_rec","fixed",35,83,0,0,1000,1320,75.7575757575758,2.304,"sen (-1,1]","time (36,48]","age (25,30]","exp (0,40]","inc (80,110]","asset (-1,0]","debt (-1,0]","am (900,1.1e+03]","priz (1.3e+03,1.5e+03]","finr (70,80]","sav (2,4]"
"good",27,"owner",60,59,"married","no_rec","freelance",45,200,11000,0,1100,1300,84.6153846153846,8.45454545454546,"sen (14,99]","time (48,99]","age (50,99]","exp (40,50]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (6,99]"
"bad",0,"other",60,25,"married","no_rec","partime",60,60,0,0,1300,1380,94.2028985507246,0,"sen (-1,1]","time (48,99]","age (0,25]","exp (50,60]","inc (0,80]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (-99,0]"
"bad",0,"parents",60,23,"single","no_rec","partime",35,205,0,0,1400,1426,98.1767180925666,7.28571428571429,"sen (-1,1]","time (48,99]","age (0,25]","exp (0,40]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (90,100]","sav (6,99]"
"good",3,"owner",24,30,"married","no_rec","freelance",75,133,12000,900,1500,5200,28.8461538461538,0.784,"sen (1,3]","time (12,24]","age (25,30]","exp (60,80]","inc (110,140]","asset (8e+03,1e+06]","debt (500,1.5e+03]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (0,50]","sav (0,2]"
"good",8,"rent",36,36,"married","no_rec","fixed",78,179,0,0,900,1503,59.8802395209581,4.04,"sen (3,8]","time (24,36]","age (30,40]","exp (60,80]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.5e+03,1.8e+03]","finr (50,70]","sav (4,6]"
"good",3,"owner",48,25,"single","no_rec","freelance",35,69,4000,0,1200,1449,82.815734989648,1.36,"sen (1,3]","time (36,48]","age (0,25]","exp (0,40]","inc (0,80]","asset (3e+03,5e+03]","debt (-1,0]","am (1.1e+03,1.4e+03]","priz (1.3e+03,1.5e+03]","finr (80,90]","sav (0,2]"
"good",5,"other",60,22,"single","no_rec","fixed",45,195,0,0,700,1422,49.2264416315049,12.8571428571429,"sen (3,8]","time (48,99]","age (0,25]","exp (40,50]","inc (190,1e+04]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (6,99]"
"good",9,"owner",24,45,"married","no_rec","fixed",75,112,4000,0,500,1430,34.965034965035,1.776,"sen (8,14]","time (12,24]","age (40,50]","exp (60,80]","inc (110,140]","asset (3e+03,5e+03]","debt (-1,0]","am (0,600]","priz (1.3e+03,1.5e+03]","finr (0,50]","sav (0,2]"
"good",4,"owner",30,47,"married","no_rec","freelance",90,210,15000,0,1550,1578,98.2256020278834,2.32258064516129,"sen (3,8]","time (24,36]","age (40,50]","exp (80,1e+04]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.5e+03,1.8e+03]","finr (90,100]","sav (2,4]"
"good",14,"priv",48,36,"married","no_rec","fixed",75,155,3500,200,1100,1250,88,3.40363636363636,"sen (8,14]","time (36,48]","age (30,40]","exp (60,80]","inc (140,190]","asset (3e+03,5e+03]","debt (0,500]","am (900,1.1e+03]","priz (1e+03,1.3e+03]","finr (80,90]","sav (2,4]"
"good",3,"owner",36,36,"single","yes_rec","freelance",35,394,16000,0,1500,2260,66.3716814159292,8.616,"sen (1,3]","time (24,36]","age (30,40]","exp (0,40]","inc (190,1e+04]","asset (8e+03,1e+06]","debt (-1,0]","am (1.4e+03,1e+05]","priz (1.8e+03,1e+05]","finr (50,70]","sav (6,99]"
"good",22,"rent",36,60,"married","no_rec","fixed",60,149,0,0,200,280,71.4285714285714,16.02,"sen (14,99]","time (24,36]","age (50,99]","exp (50,60]","inc (140,190]","asset (-1,0]","debt (-1,0]","am (0,600]","priz (0,1e+03]","finr (70,80]","sav (6,99]"
"good",20,"rent",48,59,"married","no_rec","fixed",57,120,0,0,800,1298,61.633281972265,3.78,"sen (14,99]","time (36,48]","age (50,99]","exp (50,60]","inc (110,140]","asset (-1,0]","debt (-1,0]","am (600,900]","priz (1e+03,1.3e+03]","finr (50,70]","sav (2,4]"
